target,source,status,count,phase,source_score,target_score,tp1,tp2,tp3,favTopic_target,sp1,sp2,sp3,favTopic_source
4411380154,873828446,YES,2,2,1.0,0.00711759432619,0,0,0,holiday+xmas+newyear,1,1,1,food
28410628,96697085,YES,1,2,0.44482404017,0.00292933657558,0,0,0,holiday+home,1,1,1,food+cook
47983482,96697085,YES,3,2,0.44482404017,0.0922059955838,0,1,1,food+cook,1,1,1,food+cook
190907419,96697085,YES,1,2,0.44482404017,0.0461684228745,0,1,1,food+cook,1,1,1,food+cook
246521021,96697085,YES,2,2,0.44482404017,0.0741615619883,0,1,1,food+cook,1,1,1,food+cook
260773660,96697085,YES,1,2,0.44482404017,0.0431123949154,0,1,1,food,1,1,1,food+cook
385162139,96697085,YES,2,2,0.44482404017,0.119856123886,0,1,1,food+cook,1,1,1,food+cook
743111744,96697085,YES,2,2,0.44482404017,0.0185642244602,0,0,0,holiday+home,1,1,1,food+cook
873828446,96697085,YES,1,2,0.44482404017,1.0,1,1,1,food,1,1,1,food+cook
889170733,96697085,YES,2,2,0.44482404017,0.063839071387,0,1,1,food+cook,1,1,1,food+cook
1210270140,96697085,YES,6,2,0.44482404017,0.0511398875689,0,1,1,food+cook,1,1,1,food+cook
1571310098,96697085,YES,1,2,0.44482404017,0.0670819440193,0,1,1,holiday+xmas+newyear,1,1,1,food+cook
1626732662,96697085,YES,2,2,0.44482404017,0.094762739127,0,1,1,food+cook,1,1,1,food+cook
2511210217,96697085,YES,1,2,0.44482404017,0.0532480219237,0,1,1,holiday+xmas+newyear,1,1,1,food+cook
2770016865,96697085,YES,4,2,0.44482404017,0.0763739379399,0,1,1,food+cook,1,1,1,food+cook
3022953726,96697085,YES,2,2,0.44482404017,0.0370837538176,0,1,1,holiday+gift,1,1,1,food+cook
3106340063,96697085,YES,2,2,0.44482404017,0.275284778068,0,1,1,food+cook,1,1,1,food+cook
3330227320,96697085,YES,1,2,0.44482404017,0.171089480234,0,1,1,holiday+xmas+newyear,1,1,1,food+cook
4444267452,96697085,YES,2,2,0.44482404017,0.00119033189854,0,0,0,holiday+home,1,1,1,food+cook
25206800,23241541,YES,2,2,0.430856688908,0.0,0,0,0,holiday+home,0,1,1,holiday+home
34966968,23241541,YES,4,2,0.430856688908,0.0,0,0,0,holiday+xmas+newyear,0,1,1,holiday+home
40492021,23241541,YES,1,2,0.430856688908,0.0545209349228,0,0,1,holiday+xmas+newyear,0,1,1,holiday+home
56102549,23241541,YES,2,2,0.430856688908,0.140016297313,0,0,1,holiday+xmas+newyear,0,1,1,holiday+home
106017829,23241541,YES,1,2,0.430856688908,0.028510871105,0,0,0,holiday+home,0,1,1,holiday+home
107137425,23241541,YES,2,2,0.430856688908,0.00328742112816,0,0,0,travel,0,1,1,holiday+home
113137199,23241541,YES,2,2,0.430856688908,0.0,0,0,0,food,0,1,1,holiday+home
145372805,23241541,YES,1,2,0.430856688908,0.0,0,0,0,holiday+xmas+newyear,0,1,1,holiday+home
149943269,23241541,YES,4,2,0.430856688908,0.0407636761579,0,0,1,holiday+home,0,1,1,holiday+home
233920456,23241541,YES,4,2,0.430856688908,0.0,0,0,0,holiday+xmas+newyear,0,1,1,holiday+home
243484972,23241541,YES,2,2,0.430856688908,0.0,0,0,0,holiday+xmas+newyear,0,1,1,holiday+home
252315163,23241541,YES,15,2,0.430856688908,0.0,0,0,0,holiday+home,0,1,1,holiday+home
334423683,23241541,YES,5,2,0.430856688908,0.0568843546341,0,0,1,holiday+xmas+newyear,0,1,1,holiday+home
447492511,23241541,YES,10,2,0.430856688908,0.102566766647,0,0,1,food+cook,0,1,1,holiday+home
495287970,23241541,YES,1,2,0.430856688908,0.0,0,0,0,holiday+xmas+newyear,0,1,1,holiday+home
536971272,23241541,YES,2,2,0.430856688908,0.00798813658753,0,0,0,holiday+home,0,1,1,holiday+home
598546794,23241541,YES,18,2,0.430856688908,0.00114976662632,0,0,0,holiday+xmas+newyear,0,1,1,holiday+home
873828446,23241541,YES,8,2,0.430856688908,1.0,1,1,1,food,0,1,1,holiday+home
