target,source,status,count,phase,source_score,target_score,tp1,tp2,tp3,favTopic_target,sp1,sp2,sp3,favTopic_source
596504164,39940842,YES,2,3,0.0377128799387,0.00152478126292,0,1,0,holiday+xmas+newyear,1,0,0,holiday+home
614322634,39940842,YES,2,3,0.0377128799387,0.0305622573451,0,1,0,holiday+home,1,0,0,holiday+home
873932130,39940842,YES,2,3,0.0377128799387,0.0,0,0,0,holiday+xmas+newyear,1,0,0,holiday+home
885327019,39940842,YES,1,3,0.0377128799387,0.00668484999917,0,1,0,holiday+xmas+newyear,1,0,0,holiday+home
1013215946,39940842,YES,2,3,0.0377128799387,0.0,0,0,0,holiday+xmas+newyear,1,0,0,holiday+home
1074008324,39940842,YES,5,3,0.0377128799387,0.00283558104519,0,1,0,holiday+xmas+newyear,1,0,0,holiday+home
1093948830,39940842,YES,2,3,0.0377128799387,0.00248636569462,0,1,0,holiday+xmas+newyear,1,0,0,holiday+home
1267810070,39940842,YES,1,3,0.0377128799387,0.0,0,0,0,holiday+xmas+newyear,1,0,0,holiday+home
1373835020,39940842,YES,1,3,0.0377128799387,0.0,0,0,0,holiday+xmas+newyear,1,0,0,holiday+home
1626442182,39940842,YES,1,3,0.0377128799387,0.0,0,0,0,holiday+xmas+newyear,1,0,0,holiday+home
1726854992,39940842,YES,1,3,0.0377128799387,0.0,0,0,0,holiday+xmas+newyear,1,0,0,holiday+home
1911598638,39940842,YES,2,3,0.0377128799387,0.0,0,0,0,holiday+xmas+newyear,1,0,0,holiday+home
2159150539,39940842,YES,2,3,0.0377128799387,0.00193090863795,0,1,0,holiday+xmas+newyear,1,0,0,holiday+home
2314634707,39940842,YES,2,3,0.0377128799387,0.0012826269497,0,1,0,holiday+xmas+newyear,1,0,0,holiday+home
2321409607,39940842,YES,4,3,0.0377128799387,0.0,0,0,0,holiday+xmas+newyear,1,0,0,holiday+home
2355289398,39940842,YES,10,3,0.0377128799387,0.0,0,0,0,holiday+xmas+newyear,1,0,0,holiday+home
2537681188,39940842,YES,2,3,0.0377128799387,0.0,0,0,0,holiday+xmas+newyear,1,0,0,holiday+home
2647564096,39940842,YES,2,3,0.0377128799387,0.00108248778666,0,1,0,holiday+xmas+newyear,1,0,0,holiday+home
2737126338,39940842,YES,2,3,0.0377128799387,0.000858831675208,0,1,0,food,1,0,0,holiday+home
2821444360,39940842,YES,1,3,0.0377128799387,0.00019719074145,0,1,0,holiday+xmas+newyear,1,0,0,holiday+home
2966848055,39940842,YES,2,3,0.0377128799387,0.000854573457984,0,1,0,holiday+xmas+newyear,1,0,0,holiday+home
2994683279,39940842,YES,2,3,0.0377128799387,0.0,0,0,0,holiday+xmas+newyear,1,0,0,holiday+home
